strategy,symbol,side,leverage,position_size_usdt,rsi_entry,macd_entry,sma_20_entry,sma_50_entry,volume_entry,signal_strength,market_trend,volatility_score,market_phase,hour_of_day,day_of_week,month,pnl_usdt,pnl_percentage,duration_minutes,was_profitable,risk_reward_ratio,max_drawdown,exit_reason
rsi_oversold,SOLUSDT,BUY,1,318.28,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,8,1,7,0.0,0.0,0,0,0.0,0,Manual Cleanup
rsi_oversold,SOLUSDT,BUY,1,318.1,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,8,1,7,0.0,0.0,0,0,0.0,0,Manual Cleanup
rsi_oversold,SOLUSDT,BUY,1,318.56,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,8,1,7,0.0,0.0,0,0,0.0,0,Manual Cleanup
rsi_oversold,SOLUSDT,BUY,1,318.64,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,8,1,7,0.0,0.0,0,0,0.0,0,Manual Cleanup
rsi_oversold,SOLUSDT,BUY,1,318.3,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,8,1,7,0.0,0.0,0,0,0.0,0,Manual Cleanup
rsi_oversold,SOLUSDT,BUY,1,317.74,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,11,1,7,1.8199999999999932,0.5727953672814229,260,1,0.11455907345628458,0,Take Profit (RSI 50+)
rsi_oversold,SOLUSDT,BUY,1,317.38,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,12,1,7,0.0,0.0,0,0,0.0,0,Manual Cleanup
rsi_oversold,SOLUSDT,SELL,1,322.28,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,2.3799999999999955,0.7384882710686347,362,1,0.1476976542137266,0,Take Profit (RSI 45-)
rsi_oversold,SOLUSDT,SELL,1,322.28,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,0.2599999999999909,0.0806751892764028,0,1,0.016135037855280525,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,322.18,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,-0.13999999999998636,-0.04345396983052528,0,0,-0.008690793966105037,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,322.74,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,0.01999999999998181,0.006196938712270499,0,1,0.0012393877424541,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,322.74,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,-0.19999999999998863,-0.06196938712275783,0,0,-0.012393877424551567,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,323.18,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,0.07999999999998408,0.024754007054887086,0,1,0.00495080141097742,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,323.18,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,0.4399999999999977,0.13614703880190535,0,1,0.027229407760381085,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,322.8,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,0.5400000000000205,0.1672862453531662,0,1,0.03345724907063315,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,322.48,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,-0.060000000000002274,-0.018605805011164187,0,0,-0.003721161002232832,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,322.48,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,-0.5600000000000023,-0.1736541801041932,0,0,-0.03473083602083859,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,323.22,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,-0.47999999999996135,-0.14850566177834335,0,0,-0.029701132355668666,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,323.52,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,0.15999999999996817,0.04945598417407523,0,1,0.009891196834815052,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,323.52,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,0.5600000000000023,0.17309594460929845,0,1,0.03461918892185971,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,322.84,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,0.23999999999995225,0.07434023045469962,0,1,0.014868046090939927,0,Stop Loss
rsi_oversold,SOLUSDT,SELL,1,322.84,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,13,1,7,0.45999999999997954,0.14248544170486294,0,1,0.028497088340972598,0,Stop Loss
